CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
1573,45,Female,9,33.2,Two-Year,None,298.8,No,No
1574,25,Female,62,100.74,Month-to-Month,Fiber Optic,6245.88,Yes,No
1575,47,Male,1,92.61,Month-to-Month,Fiber Optic,92.61,Yes,No
1576,41,Female,15,20.0,Two-Year,None,300.0,No,No
1577,22,Male,58,87.21,Month-to-Month,Fiber Optic,5058.18,Yes,No
1578,55,Female,22,33.06,Month-to-Month,None,727.32,No,Yes
1579,33,Male,18,72.89,Month-to-Month,Fiber Optic,1312.02,No,Yes
1580,32,Male,6,96.36,Month-to-Month,Fiber Optic,578.16,Yes,No
1581,44,Male,10,77.94,Month-to-Month,Fiber Optic,779.4,No,No
1582,55,Male,45,23.82,Two-Year,None,1071.9,No,No
1583,29,Female,19,55.16,Month-to-Month,DSL,1048.04,No,No
1584,42,Female,17,85.53,Month-to-Month,Fiber Optic,1454.01,Yes,Yes
1585,47,Female,2,84.63,One-Year,Fiber Optic,169.26,Yes,Yes
1586,50,Female,0,52.23,Month-to-Month,DSL,0.0,No,No
1587,44,Male,72,80.87,Month-to-Month,Fiber Optic,5822.64,No,No
1588,37,Male,11,95.55,One-Year,Fiber Optic,1051.05,Yes,No
1589,32,Female,22,74.56,Two-Year,Fiber Optic,1640.32,Yes,No
1590,43,Female,1,43.11,One-Year,DSL,43.11,No,No
1591,29,Female,27,70.09,One-Year,Fiber Optic,1892.43,No,Yes
1592,18,Female,64,67.41,Month-to-Month,Fiber Optic,4314.24,No,No
1593,47,Female,20,67.71,Two-Year,Fiber Optic,1354.2,No,No
1594,52,Male,3,58.74,Month-to-Month,DSL,176.22,No,No
1595,18,Male,20,49.85,One-Year,None,997.0,Yes,No
1596,29,Male,34,76.01,Month-to-Month,Fiber Optic,2584.34,No,Yes
1597,49,Female,12,80.13,Two-Year,Fiber Optic,961.56,Yes,No
1598,66,Female,50,61.85,One-Year,Fiber Optic,3092.5,No,No
1599,42,Female,25,71.37,One-Year,Fiber Optic,1784.25,No,No
1600,33,Female,55,90.36,Month-to-Month,Fiber Optic,4969.8,Yes,No
1601,39,Male,23,78.19,Month-to-Month,Fiber Optic,1798.37,No,Yes
1602,58,Male,3,67.88,One-Year,Fiber Optic,203.64,No,No
1603,34,Female,8,83.43,One-Year,Fiber Optic,667.44,Yes,No
1604,32,Male,5,67.61,Month-to-Month,Fiber Optic,338.05,No,Yes
1605,36,Male,57,52.69,Two-Year,DSL,3003.33,Yes,No
1606,30,Female,34,62.51,Two-Year,Fiber Optic,2125.34,No,No
1607,43,Female,27,47.15,Month-to-Month,DSL,1273.05,No,No
1608,61,Female,8,64.52,Two-Year,DSL,516.16,Yes,No
1609,45,Female,4,27.41,Month-to-Month,None,109.64,No,Yes
1610,38,Female,33,87.31,Month-to-Month,Fiber Optic,2881.23,Yes,Yes
1611,38,Female,15,70.08,Month-to-Month,Fiber Optic,1051.2,No,Yes
1612,23,Male,6,55.9,One-Year,Fiber Optic,335.4,No,No
1613,52,Male,23,49.91,One-Year,None,1147.93,Yes,No
1614,41,Female,0,85.0,Month-to-Month,Fiber Optic,0.0,Yes,No
1615,39,Male,9,69.29,One-Year,Fiber Optic,623.61,No,Yes
1616,80,Female,15,64.34,One-Year,Fiber Optic,965.1,No,Yes
1617,45,Female,3,47.37,One-Year,None,142.11,Yes,No
1618,32,Female,72,30.72,Month-to-Month,None,2211.84,No,Yes
1619,36,Female,5,36.78,Two-Year,None,183.9,Yes,No
1620,55,Male,3,68.04,Month-to-Month,DSL,204.12,Yes,No
1621,43,Female,5,63.39,Month-to-Month,DSL,316.95,No,No
1622,24,Male,35,69.64,Month-to-Month,DSL,2437.4,Yes,Yes
1623,53,Female,13,54.09,Month-to-Month,DSL,703.17,No,Yes
1624,33,Female,20,22.76,Two-Year,None,455.2,No,No
1625,64,Female,0,45.53,Month-to-Month,DSL,0.0,No,No
1626,54,Male,0,51.49,One-Year,DSL,0.0,No,No
1627,36,Female,14,56.63,Month-to-Month,DSL,792.82,No,No
1628,57,Female,40,60.5,Month-to-Month,DSL,2420.0,No,Yes
1629,42,Female,51,39.38,Two-Year,DSL,2008.38,No,No
1630,52,Male,2,65.91,One-Year,Fiber Optic,131.82,No,No
1631,47,Male,18,72.1,Month-to-Month,Fiber Optic,1297.8,No,No
1632,31,Male,58,69.98,Month-to-Month,DSL,4058.84,Yes,No
1633,34,Female,11,74.27,Month-to-Month,Fiber Optic,816.97,No,No
1634,54,Male,42,74.39,Month-to-Month,Fiber Optic,3124.38,No,No
1635,37,Female,3,54.19,One-Year,DSL,162.57,No,Yes
1636,37,Male,65,66.96,One-Year,Fiber Optic,4352.4,No,No
1637,30,Male,33,79.67,Month-to-Month,Fiber Optic,2629.11,No,Yes
1638,47,Female,68,69.45,Two-Year,Fiber Optic,4722.6,No,No
1639,66,Male,27,83.98,One-Year,Fiber Optic,2267.46,Yes,No
1640,29,Female,10,63.0,Month-to-Month,DSL,630.0,No,No
1641,42,Female,66,52.78,Month-to-Month,None,3483.48,Yes,No
1642,58,Male,7,32.93,One-Year,None,230.51,No,No
1643,41,Female,9,20.0,One-Year,None,180.0,No,Yes
1644,47,Female,28,77.89,Month-to-Month,DSL,2180.92,Yes,No
1645,29,Male,34,48.97,Month-to-Month,None,1664.98,Yes,Yes
1646,47,Male,63,40.03,Month-to-Month,None,2521.89,No,No
1647,39,Female,5,46.07,Two-Year,None,230.35,Yes,No
1648,53,Male,38,77.89,Month-to-Month,DSL,2959.82,Yes,No
1649,56,Female,32,79.39,Month-to-Month,Fiber Optic,2540.48,No,Yes
1650,73,Female,1,49.16,One-Year,None,49.16,Yes,No
1651,48,Male,11,76.47,Two-Year,Fiber Optic,841.17,No,No
1652,45,Male,7,68.47,Two-Year,Fiber Optic,479.29,No,No
1653,44,Male,8,37.14,Month-to-Month,None,297.12,Yes,Yes
1654,37,Male,72,88.46,Month-to-Month,Fiber Optic,6369.12,Yes,No
1655,46,Female,24,76.95,Month-to-Month,Fiber Optic,1846.8,No,No
1656,38,Female,30,75.37,Month-to-Month,Fiber Optic,2261.1,No,Yes
1657,44,Male,72,21.39,Two-Year,None,1540.08,No,No
1658,57,Male,11,46.84,Month-to-Month,DSL,515.24,No,No
1659,29,Female,38,71.29,Month-to-Month,Fiber Optic,2709.02,No,No
1660,55,Female,13,94.04,Month-to-Month,Fiber Optic,1222.52,Yes,No
1661,57,Female,48,97.9,Month-to-Month,Fiber Optic,4699.2,Yes,No
1662,40,Female,4,89.85,One-Year,Fiber Optic,359.4,Yes,No
1663,18,Male,70,50.29,Month-to-Month,None,3520.3,Yes,Yes
1664,34,Female,5,29.6,Month-to-Month,None,148.0,No,No
1665,57,Female,9,46.29,Month-to-Month,DSL,416.61,No,Yes
1666,41,Male,33,87.72,Month-to-Month,Fiber Optic,2894.76,Yes,No
1667,30,Female,12,53.71,Month-to-Month,DSL,644.52,No,No
1668,35,Female,22,64.14,One-Year,DSL,1411.08,Yes,No
1669,52,Male,14,71.51,One-Year,Fiber Optic,1001.14,No,Yes
1670,48,Male,32,30.6,One-Year,None,979.2,No,No
1671,39,Male,6,30.84,Two-Year,None,185.04,No,No
1672,37,Female,1,48.25,Two-Year,DSL,48.25,No,No
1673,37,Female,8,54.43,Two-Year,DSL,435.44,Yes,No
1674,30,Male,15,72.59,Month-to-Month,Fiber Optic,1088.85,No,No
1675,61,Male,4,75.22,Month-to-Month,Fiber Optic,300.88,No,No
1676,38,Female,10,61.11,Month-to-Month,DSL,611.1,No,Yes
1677,56,Male,12,24.44,Two-Year,None,293.28,No,No
1678,60,Male,1,29.31,Two-Year,None,29.31,No,No
1679,53,Male,21,68.81,Two-Year,Fiber Optic,1445.01,No,No
1680,36,Female,51,30.22,Month-to-Month,None,1541.22,No,No
1681,46,Female,3,85.19,Two-Year,Fiber Optic,255.57,Yes,No
1682,41,Female,21,71.7,Month-to-Month,Fiber Optic,1505.7,No,No
1683,31,Female,26,72.12,Month-to-Month,Fiber Optic,1875.12,No,Yes
1684,45,Female,13,54.94,Month-to-Month,DSL,714.22,No,No
1685,27,Female,28,41.8,Month-to-Month,None,1170.4,Yes,No
1686,56,Male,12,77.54,Month-to-Month,Fiber Optic,930.48,No,Yes
1687,36,Female,16,86.43,Month-to-Month,Fiber Optic,1382.88,Yes,Yes
1688,44,Female,0,76.13,Month-to-Month,Fiber Optic,0.0,No,No
1689,45,Male,28,51.77,One-Year,DSL,1449.56,No,No
1690,38,Female,25,50.47,Two-Year,DSL,1261.75,No,No
1691,49,Female,0,69.07,One-Year,Fiber Optic,0.0,No,Yes
1692,36,Male,11,88.3,Month-to-Month,Fiber Optic,971.3,Yes,No
1693,52,Male,72,63.43,Two-Year,DSL,4566.96,Yes,No
1694,25,Male,13,68.41,Two-Year,Fiber Optic,889.33,No,Yes
1695,43,Female,16,89.98,Month-to-Month,Fiber Optic,1439.68,Yes,Yes
1696,65,Male,57,83.53,Month-to-Month,Fiber Optic,4761.21,No,No
1697,29,Female,30,85.05,Month-to-Month,Fiber Optic,2551.5,Yes,No
1698,33,Female,20,29.68,Month-to-Month,None,593.6,No,No
1699,48,Female,38,63.78,One-Year,Fiber Optic,2423.64,No,No
1700,44,Female,47,82.67,Two-Year,Fiber Optic,3885.49,Yes,No
1701,46,Male,14,64.42,Month-to-Month,DSL,901.88,Yes,No
1702,47,Male,15,48.25,Two-Year,DSL,723.75,No,No
1703,49,Female,11,47.83,Two-Year,DSL,526.13,No,No
1704,55,Male,72,68.76,Two-Year,Fiber Optic,4950.72,No,No
1705,46,Female,28,52.24,Month-to-Month,DSL,1462.72,No,No
1706,39,Female,2,46.82,Two-Year,DSL,93.64,No,No
1707,50,Female,47,97.18,Month-to-Month,Fiber Optic,4567.46,Yes,No
1708,64,Male,15,53.6,One-Year,DSL,804.0,No,No
1709,40,Female,1,67.19,Month-to-Month,DSL,67.19,Yes,No
1710,30,Female,19,68.75,Month-to-Month,DSL,1306.25,Yes,No
1711,55,Male,12,79.07,One-Year,Fiber Optic,948.84,No,No
1712,40,Male,50,68.82,Month-to-Month,DSL,3441.0,Yes,No
1713,18,Male,5,86.55,Month-to-Month,Fiber Optic,432.75,Yes,No
1714,52,Male,42,86.58,Month-to-Month,Fiber Optic,3636.36,Yes,No
1715,35,Female,19,68.64,One-Year,Fiber Optic,1304.16,No,No
1716,40,Male,1,72.03,Month-to-Month,Fiber Optic,72.03,No,Yes
1717,45,Female,72,21.24,Two-Year,None,1529.28,No,No
1718,44,Male,17,49.38,Month-to-Month,DSL,839.46,No,No
1719,50,Male,8,50.85,Month-to-Month,DSL,406.8,No,No
1720,36,Male,15,72.96,Month-to-Month,DSL,1094.4,Yes,No
1721,48,Male,46,53.09,Month-to-Month,DSL,2442.14,No,Yes
1722,38,Male,8,68.96,Month-to-Month,DSL,551.68,Yes,No
1723,50,Male,5,76.35,Month-to-Month,DSL,381.75,Yes,Yes
1724,49,Female,3,86.83,Two-Year,Fiber Optic,260.49,Yes,No
1725,30,Male,8,69.91,One-Year,Fiber Optic,559.28,No,No
1726,55,Male,36,86.85,Month-to-Month,Fiber Optic,3126.6,Yes,Yes
1727,35,Male,15,85.68,Month-to-Month,Fiber Optic,1285.2,Yes,Yes
1728,51,Male,6,66.12,Two-Year,DSL,396.72,Yes,No
1729,46,Female,4,68.98,Month-to-Month,DSL,275.92,Yes,No
1730,64,Male,9,73.07,Month-to-Month,Fiber Optic,657.63,No,Yes
1731,39,Male,67,48.39,One-Year,DSL,3242.13,No,No
1732,37,Male,10,48.59,One-Year,DSL,485.9,No,No
1733,41,Male,72,87.02,One-Year,Fiber Optic,6265.44,Yes,No
1734,38,Female,15,38.42,Month-to-Month,None,576.3,Yes,No
1735,51,Male,4,79.97,Month-to-Month,Fiber Optic,319.88,No,Yes
1736,22,Female,53,63.96,One-Year,DSL,3389.88,Yes,No
1737,29,Male,14,29.25,Month-to-Month,None,409.5,No,No
1738,29,Female,29,83.32,Month-to-Month,Fiber Optic,2416.28,Yes,No
1739,53,Female,72,74.94,Month-to-Month,Fiber Optic,5395.68,No,No
1740,62,Male,1,43.36,Month-to-Month,None,43.36,Yes,No
1741,40,Male,2,67.27,Two-Year,Fiber Optic,134.54,No,Yes
1742,39,Female,30,56.12,Two-Year,DSL,1683.6,No,No
1743,42,Female,7,72.09,One-Year,Fiber Optic,504.63,No,No
1744,55,Male,4,86.03,Month-to-Month,Fiber Optic,344.12,Yes,No
1745,30,Female,0,71.44,Month-to-Month,Fiber Optic,0.0,No,No
1746,44,Female,0,77.98,Month-to-Month,Fiber Optic,0.0,No,No
1747,53,Female,35,51.49,Month-to-Month,None,1802.15,Yes,Yes
1748,48,Male,3,41.77,Two-Year,None,125.31,Yes,No
1749,44,Female,15,33.44,Month-to-Month,None,501.6,No,No
1750,54,Female,22,48.05,Month-to-Month,None,1057.1,Yes,No
1751,18,Female,13,37.1,Month-to-Month,None,482.3,No,No
1752,50,Male,0,57.24,One-Year,DSL,0.0,Yes,No
1753,34,Male,36,58.34,Month-to-Month,DSL,2100.24,No,No
1754,20,Female,0,94.92,Month-to-Month,Fiber Optic,0.0,Yes,Yes
1755,48,Male,34,23.31,Month-to-Month,None,792.54,No,No
1756,58,Female,53,77.01,Two-Year,Fiber Optic,4081.53,Yes,No
1757,40,Male,13,85.75,Month-to-Month,Fiber Optic,1114.75,Yes,Yes
1758,53,Male,18,59.72,Two-Year,DSL,1074.96,Yes,No
1759,61,Female,15,47.33,Two-Year,DSL,709.95,No,No
1760,57,Male,11,91.21,Month-to-Month,Fiber Optic,1003.31,Yes,No
1761,61,Male,52,56.36,One-Year,DSL,2930.72,No,No
1762,50,Male,53,95.41,Month-to-Month,Fiber Optic,5056.73,Yes,No
1763,42,Female,9,59.23,Two-Year,DSL,533.07,Yes,No
1764,22,Male,22,50.78,Month-to-Month,DSL,1117.16,No,No
1765,39,Male,62,81.58,Month-to-Month,Fiber Optic,5057.96,No,No
1766,31,Female,72,78.23,Month-to-Month,Fiber Optic,5632.56,No,Yes
1767,68,Male,17,75.41,Month-to-Month,Fiber Optic,1281.97,No,No
1768,39,Male,14,51.63,Two-Year,DSL,722.82,No,No
1769,43,Male,7,29.85,Month-to-Month,None,208.95,No,No
1770,48,Male,72,73.74,One-Year,Fiber Optic,5309.28,No,No
1771,42,Male,3,88.32,Month-to-Month,Fiber Optic,264.96,Yes,Yes
1772,62,Female,20,68.71,Two-Year,Fiber Optic,1374.2,No,Yes
1773,34,Female,7,47.45,Month-to-Month,DSL,332.15,No,No
1774,44,Male,7,26.56,Month-to-Month,None,185.92,No,No
1775,33,Male,12,86.61,Month-to-Month,Fiber Optic,1039.32,Yes,No
1776,26,Male,72,83.72,One-Year,Fiber Optic,6027.84,Yes,No
1777,34,Female,1,50.37,Month-to-Month,DSL,50.37,No,No
1778,41,Female,20,42.33,Month-to-Month,None,846.6,Yes,No
1779,36,Male,2,67.43,Month-to-Month,Fiber Optic,134.86,No,No
1780,33,Male,4,69.11,One-Year,DSL,276.44,Yes,No
1781,25,Female,13,54.59,Month-to-Month,DSL,709.67,No,No
1782,41,Male,17,34.65,One-Year,None,589.05,Yes,No
1783,23,Female,7,70.83,Month-to-Month,Fiber Optic,495.81,No,Yes
1784,51,Female,9,82.51,Two-Year,Fiber Optic,742.59,Yes,No
1785,42,Male,2,65.06,Two-Year,Fiber Optic,130.12,No,No
1786,24,Female,8,71.52,Month-to-Month,Fiber Optic,572.16,No,No
1787,38,Male,72,89.63,Month-to-Month,Fiber Optic,6453.36,Yes,No
1788,32,Male,69,56.72,Month-to-Month,DSL,3913.68,No,Yes
1789,45,Male,9,82.82,Month-to-Month,Fiber Optic,745.38,Yes,No
1790,58,Male,20,47.75,Month-to-Month,None,955.0,Yes,No
1791,19,Male,57,48.45,One-Year,DSL,2761.65,No,No
1792,43,Male,0,74.91,Month-to-Month,Fiber Optic,0.0,No,Yes
1793,40,Female,39,80.84,Two-Year,Fiber Optic,3152.76,Yes,No
1794,50,Female,71,87.36,Month-to-Month,Fiber Optic,6202.56,Yes,No
1795,44,Female,2,37.89,One-Year,None,75.78,Yes,No
1796,32,Female,4,73.57,Month-to-Month,Fiber Optic,294.28,No,Yes
1797,38,Male,72,78.13,Month-to-Month,DSL,5625.36,Yes,No
1798,32,Female,18,23.19,Month-to-Month,None,417.42,No,No
1799,54,Female,0,83.46,Month-to-Month,Fiber Optic,0.0,No,Yes
1800,42,Female,7,43.7,Month-to-Month,None,305.9,Yes,No
1801,64,Male,14,85.67,One-Year,Fiber Optic,1199.38,Yes,No
1802,41,Female,28,22.11,Two-Year,None,619.08,No,Yes
1803,33,Male,31,66.14,Month-to-Month,DSL,2050.34,Yes,No
1804,23,Female,72,67.49,Month-to-Month,DSL,4859.28,Yes,No
1805,20,Male,8,39.77,Month-to-Month,None,318.16,Yes,No
1806,22,Male,18,53.96,Month-to-Month,DSL,971.28,No,No
1807,45,Female,18,52.96,Month-to-Month,DSL,953.28,No,No
1808,48,Male,12,94.29,One-Year,Fiber Optic,1131.48,Yes,No
1809,23,Male,4,35.25,Two-Year,None,141.0,Yes,No
1810,52,Female,72,49.96,Two-Year,DSL,3597.12,No,No
1811,36,Female,46,31.24,Month-to-Month,None,1437.04,No,No
1812,43,Female,16,62.68,Two-Year,Fiber Optic,1002.88,No,No
1813,61,Male,22,74.51,One-Year,Fiber Optic,1639.22,No,No
1814,52,Male,6,28.01,Month-to-Month,None,168.06,No,No
1815,38,Male,18,62.54,Month-to-Month,Fiber Optic,1125.72,No,Yes
1816,31,Female,28,65.97,Two-Year,DSL,1847.16,Yes,No
1817,18,Male,17,64.42,Month-to-Month,DSL,1095.14,Yes,Yes
1818,33,Male,72,69.76,Month-to-Month,Fiber Optic,5022.72,No,No
1819,39,Male,22,78.44,Month-to-Month,Fiber Optic,1725.68,No,No
1820,30,Male,11,26.85,One-Year,None,295.35,No,Yes
1821,40,Male,35,94.59,Month-to-Month,Fiber Optic,3310.65,Yes,No
1822,42,Male,4,72.95,Two-Year,Fiber Optic,291.8,No,Yes
1823,39,Male,11,68.19,One-Year,Fiber Optic,750.09,No,Yes
1824,34,Female,10,70.27,One-Year,DSL,702.7,Yes,No
1825,44,Female,13,51.22,Month-to-Month,DSL,665.86,No,No
1826,47,Female,36,39.11,One-Year,None,1407.96,No,No
1827,28,Male,15,51.54,Month-to-Month,DSL,773.1,No,Yes
1828,58,Male,37,60.13,Month-to-Month,DSL,2224.81,No,No
1829,40,Female,20,79.22,Month-to-Month,Fiber Optic,1584.4,No,No
1830,42,Male,10,76.58,Month-to-Month,Fiber Optic,765.8,No,Yes
1831,50,Female,39,39.56,One-Year,None,1542.84,Yes,No
1832,44,Male,6,69.24,Month-to-Month,DSL,415.44,Yes,No
1833,53,Male,6,44.23,Month-to-Month,DSL,265.38,No,No
1834,45,Female,16,56.12,Month-to-Month,DSL,897.92,No,Yes
1835,34,Female,7,69.07,Two-Year,Fiber Optic,483.49,No,No
1836,46,Female,0,71.88,One-Year,Fiber Optic,0.0,No,Yes
1837,28,Female,25,71.38,One-Year,Fiber Optic,1784.5,Yes,No
1838,43,Female,17,23.67,Month-to-Month,None,402.39,No,No
1839,41,Male,14,41.26,Month-to-Month,None,577.64,Yes,No
1840,39,Male,72,50.81,Two-Year,DSL,3658.32,No,No
1841,40,Male,20,76.45,Month-to-Month,Fiber Optic,1529.0,No,No
1842,19,Female,47,74.15,Month-to-Month,Fiber Optic,3485.05,No,No
1843,35,Female,3,45.77,One-Year,None,137.31,Yes,No
1844,43,Female,20,39.87,Month-to-Month,None,797.4,Yes,No
1845,43,Female,48,52.25,Two-Year,DSL,2508.0,No,No
1846,29,Female,20,77.37,Month-to-Month,Fiber Optic,1547.4,No,No
1847,57,Female,30,76.89,Month-to-Month,Fiber Optic,2306.7,No,No
1848,31,Male,11,69.09,Month-to-Month,DSL,759.99,Yes,No
1849,53,Male,2,64.15,Month-to-Month,DSL,128.3,No,No
1850,47,Male,14,69.72,Two-Year,Fiber Optic,976.08,No,No
1851,34,Male,12,80.9,One-Year,Fiber Optic,970.8,Yes,No
1852,63,Male,48,56.24,Month-to-Month,DSL,2699.52,No,No
1853,27,Female,6,93.76,Month-to-Month,Fiber Optic,562.56,Yes,Yes
1854,53,Female,72,49.46,One-Year,DSL,3561.12,No,No
1855,54,Female,72,76.42,One-Year,Fiber Optic,5502.24,No,No
1856,33,Female,6,56.91,Month-to-Month,DSL,341.46,No,No
1857,58,Female,10,43.29,Month-to-Month,DSL,432.9,No,No
1858,38,Female,54,76.5,Month-to-Month,Fiber Optic,4131.0,No,Yes
1859,45,Male,72,64.57,One-Year,DSL,4649.04,Yes,No
1860,45,Female,14,69.92,Two-Year,Fiber Optic,978.88,No,No
1861,40,Female,9,59.72,Month-to-Month,DSL,537.48,No,No
1862,51,Female,17,86.43,One-Year,Fiber Optic,1469.31,Yes,No
1863,51,Female,27,78.33,Month-to-Month,DSL,2114.91,Yes,No
1864,21,Male,7,74.11,Month-to-Month,Fiber Optic,518.77,No,Yes
1865,57,Male,32,93.12,Month-to-Month,Fiber Optic,2979.84,Yes,Yes
1866,22,Female,1,66.62,Two-Year,DSL,66.62,Yes,No
1867,54,Male,1,74.51,Month-to-Month,Fiber Optic,74.51,No,No
1868,55,Male,11,73.89,Month-to-Month,DSL,812.79,Yes,No
1869,28,Female,10,72.03,Month-to-Month,Fiber Optic,720.3,No,No
1870,37,Female,9,67.89,Month-to-Month,DSL,611.01,Yes,No
1871,28,Female,16,68.44,Month-to-Month,Fiber Optic,1095.04,No,No
1872,39,Female,9,72.4,One-Year,Fiber Optic,651.6,No,No
1873,38,Female,5,31.63,Month-to-Month,None,158.15,No,No
1874,51,Male,8,91.1,One-Year,Fiber Optic,728.8,Yes,No
1875,57,Female,72,78.96,Month-to-Month,Fiber Optic,5685.12,No,Yes
1876,58,Female,12,73.58,Month-to-Month,Fiber Optic,882.96,No,No
1877,35,Female,14,24.11,Month-to-Month,None,337.54,No,No
1878,39,Male,20,92.16,Month-to-Month,Fiber Optic,1843.2,Yes,No
1879,21,Female,72,75.55,Month-to-Month,DSL,5439.6,Yes,No
1880,32,Female,6,33.78,Month-to-Month,None,202.68,No,No
1881,53,Female,27,90.65,One-Year,Fiber Optic,2447.55,Yes,No
1882,61,Male,30,27.49,One-Year,None,824.7,No,No
1883,27,Female,22,42.67,Month-to-Month,None,938.74,Yes,No
1884,34,Female,2,51.32,Month-to-Month,DSL,102.64,No,Yes
1885,41,Female,27,74.72,Month-to-Month,Fiber Optic,2017.44,No,Yes
1886,45,Male,1,54.61,Month-to-Month,DSL,54.61,No,Yes
1887,32,Female,21,56.03,Month-to-Month,DSL,1176.63,No,Yes
1888,47,Female,32,48.92,Two-Year,DSL,1565.44,No,No
1889,36,Female,5,74.33,Month-to-Month,Fiber Optic,371.65,No,No
1890,41,Male,44,51.12,Month-to-Month,DSL,2249.28,No,No
1891,48,Female,0,59.71,Month-to-Month,DSL,0.0,No,Yes
1892,42,Female,44,75.38,Month-to-Month,Fiber Optic,3316.72,No,No
1893,36,Female,14,65.67,One-Year,DSL,919.38,Yes,No
1894,40,Male,5,51.26,Month-to-Month,DSL,256.3,No,Yes
1895,40,Male,3,63.34,Month-to-Month,DSL,190.02,Yes,No
1896,37,Female,72,77.46,One-Year,Fiber Optic,5577.12,No,No
1897,38,Male,1,77.77,Month-to-Month,Fiber Optic,77.77,No,Yes
1898,61,Male,5,44.54,One-Year,DSL,222.7,No,Yes
1899,48,Male,10,32.12,One-Year,None,321.2,No,No
1900,38,Female,23,79.61,Month-to-Month,Fiber Optic,1831.03,No,Yes
1901,50,Female,18,67.09,One-Year,DSL,1207.62,Yes,No
1902,37,Male,3,62.99,Month-to-Month,DSL,188.97,No,No
1903,56,Male,8,91.08,Month-to-Month,Fiber Optic,728.64,Yes,Yes
1904,46,Male,6,67.92,Month-to-Month,Fiber Optic,407.52,No,No
1905,40,Female,5,71.83,Month-to-Month,DSL,359.15,Yes,No
1906,47,Female,12,67.66,One-Year,DSL,811.92,Yes,No
1907,23,Male,29,24.29,Two-Year,None,704.41,No,No
1908,28,Male,5,65.58,Two-Year,DSL,327.9,Yes,No
1909,27,Male,10,63.33,One-Year,Fiber Optic,633.3,No,No
1910,43,Male,11,49.95,Month-to-Month,None,549.45,Yes,No
1911,62,Female,72,70.61,Month-to-Month,Fiber Optic,5083.92,No,No
1912,68,Male,72,50.08,Month-to-Month,DSL,3605.76,No,No
1913,49,Female,38,89.43,Month-to-Month,Fiber Optic,3398.34,Yes,No
1914,48,Male,6,72.16,Month-to-Month,DSL,432.96,Yes,No
1915,20,Male,1,68.24,Two-Year,Fiber Optic,68.24,No,No
1916,35,Male,9,86.29,Month-to-Month,Fiber Optic,776.61,Yes,Yes
1917,32,Male,7,27.47,Month-to-Month,None,192.29,No,No
1918,34,Male,16,39.33,Month-to-Month,None,629.28,Yes,No
1919,39,Female,36,39.49,Two-Year,None,1421.64,Yes,No
1920,36,Male,46,33.61,One-Year,None,1546.06,No,No
1921,18,Male,44,85.48,One-Year,Fiber Optic,3761.12,Yes,No
1922,50,Male,10,79.3,Month-to-Month,Fiber Optic,793.0,No,No
1923,29,Female,27,87.55,Two-Year,Fiber Optic,2363.85,Yes,Yes
1924,44,Female,9,87.06,Month-to-Month,Fiber Optic,783.54,Yes,No
1925,66,Female,1,26.16,Two-Year,None,26.16,No,No
1926,30,Female,29,65.86,Month-to-Month,DSL,1909.94,No,No
1927,18,Male,0,37.22,Month-to-Month,None,0.0,No,No
1928,38,Male,12,36.64,Month-to-Month,None,439.68,Yes,No
1929,55,Male,9,30.34,One-Year,None,273.06,No,Yes
1930,65,Female,28,30.0,Month-to-Month,None,840.0,No,Yes
1931,27,Male,34,66.72,Two-Year,DSL,2268.48,Yes,No
1932,47,Male,8,51.28,Month-to-Month,DSL,410.24,No,No
1933,36,Female,40,50.8,Month-to-Month,DSL,2032.0,No,No
1934,40,Female,8,66.62,Month-to-Month,DSL,532.96,Yes,No
1935,73,Female,14,72.14,Month-to-Month,Fiber Optic,1009.96,No,No
1936,23,Male,31,34.08,Month-to-Month,None,1056.48,No,No
1937,45,Male,28,39.09,Month-to-Month,None,1094.52,Yes,Yes
1938,47,Female,72,68.29,One-Year,Fiber Optic,4916.88,No,No
1939,55,Male,6,61.05,Month-to-Month,DSL,366.3,Yes,Yes
1940,43,Female,26,54.03,Two-Year,DSL,1404.78,No,No
1941,45,Female,22,58.29,One-Year,DSL,1282.38,No,Yes
1942,37,Male,59,66.03,Two-Year,Fiber Optic,3895.77,No,No
1943,45,Female,4,73.51,Month-to-Month,Fiber Optic,294.04,No,No
1944,37,Female,33,72.27,Month-to-Month,DSL,2384.91,Yes,No
1945,49,Female,20,62.37,Month-to-Month,DSL,1247.4,No,Yes
1946,37,Male,7,54.19,One-Year,DSL,379.33,No,No
1947,46,Female,15,64.36,Two-Year,Fiber Optic,965.4,No,No
1948,41,Female,9,66.91,Month-to-Month,Fiber Optic,602.19,No,No
1949,55,Female,20,84.42,Month-to-Month,Fiber Optic,1688.4,Yes,Yes
1950,41,Female,52,81.33,Two-Year,Fiber Optic,4229.16,Yes,No
1951,20,Female,20,41.72,Month-to-Month,None,834.4,Yes,No
1952,57,Female,23,53.18,One-Year,DSL,1223.14,No,No
1953,31,Female,17,87.24,Month-to-Month,Fiber Optic,1483.08,Yes,No
1954,34,Male,1,62.74,Two-Year,Fiber Optic,62.74,No,No
1955,34,Male,6,69.11,Month-to-Month,Fiber Optic,414.66,No,No
1956,58,Female,16,52.81,Month-to-Month,None,844.96,Yes,Yes
1957,18,Male,8,75.47,One-Year,Fiber Optic,603.76,No,Yes
